N_Scheduler,N_Available_Sched,Time,N_processes,N_products,N_processes*N_products,N_products*N_process / time,N_products*N_processes/ (time*n_process),N_products*N_process/(time*N_Schedulers),N_products*N_processes/(time*N_processes*N_Schedulers)
1,8,30,1,1,1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
1,8,62,1,501,501,8.080645161290322,8.080645161290322,8.080645161290322,8.080645161290322
1,8,86,1,1001,1001,11.63953488372093,11.63953488372093,11.63953488372093,11.63953488372093
1,8,113,1,1501,1501,13.283185840707965,13.283185840707965,13.283185840707965,13.283185840707965
1,8,131,1,2001,2001,15.274809160305344,15.274809160305344,15.274809160305344,15.274809160305344
1,8,120,1,2501,2501,20.841666666666665,20.841666666666665,20.841666666666665,20.841666666666665
1,8,204,1,3001,3001,14.71078431372549,14.71078431372549,14.71078431372549,14.71078431372549
1,8,147,1,3501,3501,23.816326530612244,23.816326530612244,23.816326530612244,23.816326530612244
1,8,158,1,4001,4001,25.32278481012658,25.32278481012658,25.32278481012658,25.32278481012658
1,8,169,1,4501,4501,26.633136094674555,26.633136094674555,26.633136094674555,26.633136094674555
1,8,208,1,5001,5001,24.04326923076923,24.04326923076923,24.04326923076923,24.04326923076923
1,8,191,1,5501,5501,28.801047120418847,28.801047120418847,28.801047120418847,28.801047120418847
1,8,207,1,6001,6001,28.99033816425121,28.99033816425121,28.99033816425121,28.99033816425121
1,8,536,1,6501,6501,12.128731343283581,12.128731343283581,12.128731343283581,12.128731343283581
1,8,333,1,7001,7001,21.024024024024023,21.024024024024023,21.024024024024023,21.024024024024023
1,8,445,1,7501,7501,16.8561797752809,16.8561797752809,16.8561797752809,16.8561797752809
1,8,948,1,8001,8001,8.439873417721518,8.439873417721518,8.439873417721518,8.439873417721518
1,8,475,1,8501,8501,17.896842105263158,17.896842105263158,17.896842105263158,17.896842105263158
1,8,396,1,9001,9001,22.72979797979798,22.72979797979798,22.72979797979798,22.72979797979798
1,8,570,1,9501,9501,16.66842105263158,16.66842105263158,16.66842105263158,16.66842105263158
1,8,452,1,10001,10001,22.126106194690266,22.126106194690266,22.126106194690266,22.126106194690266
1,8,30,2,1,2,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.03333333333333333
1,8,86,2,501,1002,11.651162790697674,5.825581395348837,11.651162790697674,5.825581395348837
1,8,152,2,1001,2002,13.171052631578947,6.5855263157894735,13.171052631578947,6.5855263157894735
1,8,166,2,1501,3002,18.08433734939759,9.042168674698795,18.08433734939759,9.042168674698795
1,8,237,2,2001,4002,16.88607594936709,8.443037974683545,16.88607594936709,8.443037974683545
1,8,268,2,2501,5002,18.66417910447761,9.332089552238806,18.66417910447761,9.332089552238806
1,8,247,2,3001,6002,24.299595141700404,12.149797570850202,24.299595141700404,12.149797570850202
1,8,251,2,3501,7002,27.89641434262948,13.94820717131474,27.89641434262948,13.94820717131474
1,8,408,2,4001,8002,19.612745098039216,9.806372549019608,19.612745098039216,9.806372549019608
1,8,621,2,4501,9002,14.49597423510467,7.247987117552335,14.49597423510467,7.247987117552335
1,8,524,2,5001,10002,19.087786259541986,9.543893129770993,19.087786259541986,9.543893129770993
1,8,670,2,5501,11002,16.420895522388058,8.210447761194029,16.420895522388058,8.210447761194029
1,8,714,2,6001,12002,16.80952380952381,8.404761904761905,16.80952380952381,8.404761904761905
1,8,517,2,6501,13002,25.148936170212767,12.574468085106384,25.148936170212767,12.574468085106384
1,8,799,2,7001,14002,17.524405506883603,8.762202753441802,17.524405506883603,8.762202753441802
1,8,776,2,7501,15002,19.332474226804123,9.666237113402062,19.332474226804123,9.666237113402062
1,8,844,2,8001,16002,18.959715639810426,9.479857819905213,18.959715639810426,9.479857819905213
1,8,1269,2,8501,17002,13.397951142631994,6.698975571315997,13.397951142631994,6.698975571315997
1,8,1001,2,9001,18002,17.984015984015983,8.992007992007991,17.984015984015983,8.992007992007991
1,8,926,2,9501,19002,20.520518358531316,10.260259179265658,20.520518358531316,10.260259179265658
1,8,792,2,10001,20002,25.255050505050505,12.627525252525253,25.255050505050505,12.627525252525253
1,8,28,3,1,3,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.03571428571428571
1,8,86,3,501,1503,17.476744186046513,5.825581395348837,17.476744186046513,5.825581395348837
1,8,154,3,1001,3003,19.5,6.5,19.5,6.5
1,8,266,3,1501,4503,16.928571428571427,5.642857142857143,16.928571428571427,5.642857142857143
1,8,394,3,2001,6003,15.236040609137056,5.0786802030456855,15.236040609137056,5.0786802030456855
1,8,434,3,2501,7503,17.288018433179722,5.7626728110599075,17.288018433179722,5.7626728110599075
1,8,467,3,3001,9003,19.278372591006423,6.426124197002141,19.278372591006423,6.426124197002141
1,8,497,3,3501,10503,21.132796780684103,7.044265593561368,21.132796780684103,7.044265593561368
1,8,613,3,4001,12003,19.580750407830344,6.526916802610114,19.580750407830344,6.526916802610114
1,8,833,3,4501,13503,16.210084033613445,5.4033613445378155,16.210084033613445,5.4033613445378155
1,8,846,3,5001,15003,17.73404255319149,5.911347517730497,17.73404255319149,5.911347517730497
1,8,957,3,5501,16503,17.244514106583072,5.748171368861024,17.244514106583072,5.748171368861024
1,8,1176,3,6001,18003,15.308673469387756,5.102891156462585,15.308673469387756,5.102891156462585
1,8,818,3,6501,19503,23.84229828850856,7.947432762836185,23.84229828850856,7.947432762836185
1,8,1174,3,7001,21003,17.890119250425894,5.9633730834752985,17.890119250425894,5.9633730834752985
1,8,1129,3,7501,22503,19.931798051372898,6.643932683790966,19.931798051372898,6.643932683790966
1,8,1177,3,8001,24003,20.393372982158027,6.797790994052677,20.393372982158027,6.797790994052677
1,8,1757,3,8501,25503,14.515082527034718,4.8383608423449065,14.515082527034718,4.8383608423449065
1,8,1303,3,9001,27003,20.72371450498849,6.907904834996162,20.72371450498849,6.907904834996162
1,8,1553,3,9501,28503,18.353509336767548,6.117836445589182,18.353509336767548,6.117836445589182
1,8,1901,3,10001,30003,15.782745923198316,5.260915307732772,15.782745923198316,5.260915307732772
1,8,62,4,1,4,0.06451612903225806,0.016129032258064516,0.06451612903225806,0.016129032258064516
1,8,189,4,501,2004,10.603174603174603,2.6507936507936507,10.603174603174603,2.6507936507936507
1,8,287,4,1001,4004,13.951219512195122,3.4878048780487805,13.951219512195122,3.4878048780487805
1,8,340,4,1501,6004,17.658823529411766,4.4147058823529415,17.658823529411766,4.4147058823529415
1,8,400,4,2001,8004,20.01,5.0025,20.01,5.0025
1,8,487,4,2501,10004,20.542094455852155,5.135523613963039,20.542094455852155,5.135523613963039
1,8,677,4,3001,12004,17.731166912850814,4.432791728212703,17.731166912850814,4.432791728212703
1,8,1063,4,3501,14004,13.17403574788335,3.2935089369708375,13.17403574788335,3.2935089369708375
1,8,810,4,4001,16004,19.758024691358024,4.939506172839506,19.758024691358024,4.939506172839506
1,8,929,4,4501,18004,19.379978471474704,4.844994617868676,19.379978471474704,4.844994617868676
1,8,1131,4,5001,20004,17.687002652519894,4.4217506631299734,17.687002652519894,4.4217506631299734
1,8,821,4,5501,22004,26.801461632155906,6.7003654080389765,26.801461632155906,6.7003654080389765
1,8,992,4,6001,24004,24.197580645161292,6.049395161290323,24.197580645161292,6.049395161290323
1,8,983,4,6501,26004,26.453713123092573,6.613428280773143,26.453713123092573,6.613428280773143
1,8,1202,4,7001,28004,23.29783693843594,5.824459234608985,23.29783693843594,5.824459234608985
1,8,1534,4,7501,30004,19.559322033898304,4.889830508474576,19.559322033898304,4.889830508474576
1,8,1263,4,8001,32004,25.339667458432302,6.334916864608076,25.339667458432302,6.334916864608076
1,8,2296,4,8501,34004,14.810104529616725,3.702526132404181,14.810104529616725,3.702526132404181
1,8,1848,4,9001,36004,19.482683982683984,4.870670995670996,19.482683982683984,4.870670995670996
1,8,1932,4,9501,38004,19.67080745341615,4.917701863354037,19.67080745341615,4.917701863354037
1,8,2234,4,10001,40004,17.90689346463742,4.476723366159355,17.90689346463742,4.476723366159355
1,8,95,5,1,5,0.05263157894736842,0.010526315789473684,0.05263157894736842,0.010526315789473684
1,8,260,5,501,2505,9.634615384615385,1.926923076923077,9.634615384615385,1.926923076923077
1,8,337,5,1001,5005,14.851632047477745,2.970326409495549,14.851632047477745,2.970326409495549
1,8,460,5,1501,7505,16.315217391304348,3.2630434782608697,16.315217391304348,3.2630434782608697
1,8,393,5,2001,10005,25.458015267175572,5.091603053435114,25.458015267175572,5.091603053435114
1,8,512,5,2501,12505,24.423828125,4.884765625,24.423828125,4.884765625
1,8,684,5,3001,15005,21.93713450292398,4.387426900584796,21.93713450292398,4.387426900584796
1,8,1241,5,3501,17505,14.105560032232072,2.8211120064464144,14.105560032232072,2.8211120064464144
1,8,941,5,4001,20005,21.259298618490966,4.251859723698193,21.259298618490966,4.251859723698193
1,8,1389,5,4501,22505,16.202303815694744,3.240460763138949,16.202303815694744,3.240460763138949
1,8,930,5,5001,25005,26.887096774193548,5.377419354838709,26.887096774193548,5.377419354838709
1,8,994,5,5501,27505,27.67102615694165,5.53420523138833,27.67102615694165,5.53420523138833
1,8,1241,5,6001,30005,24.17808219178082,4.835616438356165,24.17808219178082,4.835616438356165
1,8,1620,5,6501,32505,20.064814814814813,4.012962962962963,20.064814814814813,4.012962962962963
1,8,1589,5,7001,35005,22.029578351164254,4.405915670232851,22.029578351164254,4.405915670232851
1,8,1612,5,7501,37505,23.266129032258064,4.653225806451613,23.266129032258064,4.653225806451613
1,8,2128,5,8001,40005,18.799342105263158,3.7598684210526314,18.799342105263158,3.7598684210526314
1,8,2818,5,8501,42505,15.083392476933996,3.0166784953867993,15.083392476933996,3.0166784953867993
1,8,2219,5,9001,45005,20.281658404686794,4.056331680937359,20.281658404686794,4.056331680937359
1,8,2566,5,9501,47505,18.513250194855807,3.702650038971161,18.513250194855807,3.702650038971161
1,8,2963,5,10001,50005,16.8764765440432,3.37529530880864,16.8764765440432,3.37529530880864
1,8,68,6,1,6,0.08823529411764706,0.014705882352941176,0.08823529411764706,0.014705882352941176
1,8,350,6,501,3006,8.588571428571429,1.4314285714285715,8.588571428571429,1.4314285714285715
1,8,535,6,1001,6006,11.226168224299066,1.8710280373831776,11.226168224299066,1.8710280373831776
1,8,595,6,1501,9006,15.136134453781512,2.522689075630252,15.136134453781512,2.522689075630252
1,8,727,6,2001,12006,16.514442916093536,2.752407152682256,16.514442916093536,2.752407152682256
1,8,850,6,2501,15006,17.654117647058822,2.9423529411764706,17.654117647058822,2.9423529411764706
1,8,820,6,3001,18006,21.958536585365852,3.6597560975609755,21.958536585365852,3.6597560975609755
1,8,983,6,3501,21006,21.369277721261444,3.5615462868769074,21.369277721261444,3.5615462868769074
1,8,1332,6,4001,24006,18.02252252252252,3.0037537537537538,18.02252252252252,3.0037537537537538
1,8,1208,6,4501,27006,22.355960264900663,3.7259933774834435,22.355960264900663,3.7259933774834435
1,8,1203,6,5001,30006,24.942643391521198,4.157107231920199,24.942643391521198,4.157107231920199
1,8,1409,6,5501,33006,23.425124201561392,3.9041873669268985,23.425124201561392,3.9041873669268985
1,8,1921,6,6001,36006,18.743362831858406,3.1238938053097347,18.743362831858406,3.1238938053097347
1,8,1728,6,6501,39006,22.572916666666668,3.7621527777777777,22.572916666666668,3.7621527777777777
1,8,1889,6,7001,42006,22.237162519851772,3.706193753308629,22.237162519851772,3.706193753308629
1,8,2280,6,7501,45006,19.739473684210527,3.2899122807017545,19.739473684210527,3.2899122807017545
1,8,2366,6,8001,48006,20.28994082840237,3.3816568047337277,20.28994082840237,3.3816568047337277
1,8,1770,6,8501,51006,28.816949152542374,4.802824858757062,28.816949152542374,4.802824858757062
1,8,3026,6,9001,54006,17.847323198942497,2.9745538664904165,17.847323198942497,2.9745538664904165
1,8,3194,6,9501,57006,17.84783969943644,2.974639949906074,17.84783969943644,2.974639949906074
1,8,3151,6,10001,60006,19.043478260869566,3.1739130434782608,19.043478260869566,3.1739130434782608
1,8,84,7,1,7,0.08333333333333333,0.011904761904761904,0.08333333333333333,0.011904761904761904
