N_Scheduler,Time,N_processes,N_products
8,194,1,8501
8,337,1,9001
8,305,1,9501
8,280,1,10001
8,18,2,1
8,50,2,501
8,108,2,1001
8,145,2,1501
8,230,2,2001
8,165,2,2501
8,198,2,3001
8,201,2,3501
8,224,2,4001
8,225,2,4501
8,235,2,5001
8,321,2,5501
8,337,2,6001
8,333,2,6501
8,363,2,7001
8,363,2,7501
8,398,2,8001
8,402,2,8501
8,774,2,9001
8,518,2,9501
8,717,2,10001
8,31,3,1
8,75,3,501
8,99,3,1001
8,171,3,1501
8,179,3,2001
8,219,3,2501
8,318,3,3001
8,330,3,3501
8,328,3,4001
8,315,3,4501
8,303,3,5001
8,353,3,5501
8,367,3,6001
8,451,3,6501
8,627,3,7001
8,449,3,7501
8,483,3,8001
8,410,3,8501
8,588,3,9001
8,736,3,9501
8,1014,3,10001
8,36,4,1
8,101,4,501
8,186,4,1001
8,208,4,1501
8,201,4,2001
8,219,4,2501
8,242,4,3001
8,301,4,3501
8,399,4,4001
8,395,4,4501
8,489,4,5001
8,673,4,5501
8,476,4,6001
8,739,4,6501
8,844,4,7001
8,566,4,7501
8,509,4,8001
8,525,4,8501
8,841,4,9001
8,855,4,9501
8,750,4,10001
8,47,5,1
8,157,5,501
8,184,5,1001
8,418,5,1501
8,240,5,2001
8,322,5,2501
8,238,5,3001
8,300,5,3501
8,344,5,4001
8,352,5,4501
8,343,5,5001
8,446,5,5501
8,445,5,6001
8,583,5,6501
8,470,5,7001
8,470,5,7501
8,548,5,8001
8,700,5,8501
8,784,5,9001
8,759,5,9501
8,670,5,10001
8,53,6,1
8,122,6,501
8,201,6,1001
8,224,6,1501
8,257,6,2001
8,470,6,2501
8,364,6,3001
8,336,6,3501
8,337,6,4001
8,405,6,4501
8,350,6,5001
8,531,6,5501
8,548,6,6001
8,552,6,6501
8,502,6,7001
8,532,6,7501
8,561,6,8001
8,508,6,8501
8,715,6,9001
8,1056,6,9501
8,706,6,10001
8,44,7,1
8,142,7,501
8,185,7,1001
8,265,7,1501
8,235,7,2001
8,290,7,2501
8,310,7,3001
8,355,7,3501
8,352,7,4001
8,385,7,4501
8,400,7,5001
8,644,7,5501
8,628,7,6001
8,731,7,6501
8,587,7,7001
8,581,7,7501
8,857,7,8001
8,634,7,8501
8,831,7,9001
8,809,7,9501
8,975,7,10001
8,85,8,1
8,176,8,501
8,259,8,1001
8,243,8,1501
8,238,8,2001
8,376,8,2501
8,283,8,3001
8,433,8,3501
8,491,8,4001
8,416,8,4501
8,385,8,5001
8,476,8,5501
8,458,8,6001
8,611,8,6501
8,712,8,7001
8,676,8,7501
8,659,8,8001
8,686,8,8501
8,762,8,9001
8,805,8,9501
8,758,8,10001
8,93,16,1
8,181,16,501
8,245,16,1001
8,303,16,1501
8,291,16,2001
8,424,16,2501
8,494,16,3001
8,610,16,3501
8,864,16,4001
8,767,16,4501
8,700,16,5001
8,793,16,5501
8,687,16,6001
8,861,16,6501
8,727,16,7001
8,1272,16,7501
8,783,16,8001
8,1573,16,8501
8,1167,16,9001
8,1285,16,9501
8,1122,16,10001
8,148,24,1
8,217,24,501
8,355,24,1001
8,589,24,1501
8,401,24,2001
8,539,24,2501
8,844,24,3001
8,839,24,3501
8,1025,24,4001
8,740,24,4501
8,635,24,5001
8,786,24,5501
8,1104,24,6001
8,1023,24,6501
8,958,24,7001
8,1357,24,7501
8,1319,24,8001
8,1099,24,8501
8,1452,24,9001
8,2189,24,9501
8,3575,24,10001
8,132,32,1
8,266,32,501
8,376,32,1001
8,473,32,1501
8,439,32,2001
8,872,32,2501
8,652,32,3001
8,860,32,3501
8,1008,32,4001
8,993,32,4501
8,1163,32,5001
8,1492,32,5501
8,1216,32,6001
8,1397,32,6501
8,1465,32,7001
8,1514,32,7501
8,1495,32,8001
8,1576,32,8501
8,1465,32,9001
8,1841,32,9501
8,1779,32,10001
8,245,40,1
8,298,40,501
8,729,40,1001
8,904,40,1501
8,552,40,2001
8,957,40,2501
8,1495,40,3001
8,1737,40,3501
8,1186,40,4001
8,1126,40,4501
8,1121,40,5001
8,1763,40,5501
8,1353,40,6001
8,1817,40,6501
8,1795,40,7001
8,1609,40,7501
8,2621,40,8001
8,1719,40,8501
8,1935,40,9001
8,2098,40,9501
8,2742,40,10001
8,247,48,1
8,328,48,501
8,461,48,1001
8,602,48,1501
8,557,48,2001
8,654,48,2501
8,1098,48,3001
8,1436,48,3501
8,1262,48,4001
8,1220,48,4501
8,2040,48,5001
8,1720,48,5501
8,1680,48,6001
8,1599,48,6501
8,2306,48,7001
8,2872,48,7501
8,2342,48,8001
8,2811,48,8501
8,3364,48,9001
8,2911,48,9501
8,2795,48,10001
8,361,120,1
8,700,120,501
8,878,120,1001
8,1571,120,1501
8,1142,120,2001
8,2706,120,2501
8,4656,120,3001
8,4108,120,3501
8,2866,120,4001
8,3194,120,4501
8,2282,120,5001
8,3474,120,5501
8,4056,120,6001
8,4468,120,6501
8,4342,120,7001
8,5148,120,7501
8,4523,120,8001
8,4873,120,8501
8,5867,120,9001
8,6425,120,9501
8,6520,120,10001
8,478,160,1
8,1056,160,501
8,1236,160,1001
8,1587,160,1501
8,1473,160,2001
8,2604,160,2501
8,2578,160,3001
8,3707,160,3501
8,3721,160,4001
8,3716,160,4501
8,3996,160,5001
8,5522,160,5501
8,5107,160,6001
8,5375,160,6501
8,5710,160,7001
8,8820,160,7501
8,7392,160,8001
8,34416,160,8501
8,10153,160,9001
8,14382,160,9501
8,10697,160,10001
8,888,240,1
8,1641,240,501
8,2348,240,1001
8,3018,240,1501
8,2185,240,2001
8,5216,240,2501
8,3803,240,3001
8,4465,240,3501
8,6218,240,4001
8,4992,240,4501
8,4858,240,5001
8,6991,240,5501
8,7724,240,6001
8,7513,240,6501
8,7813,240,7001
8,8422,240,7501
8,8655,240,8001
8,9736,240,8501
8,11627,240,9001
8,11820,240,9501
8,13061,240,10001
8,754,280,1
8,2453,280,501
8,2442,280,1001
8,3249,280,1501
8,3273,280,2001
8,4362,280,2501
8,4997,280,3001
8,5452,280,3501
8,6401,280,4001
8,5508,280,4501
8,6437,280,5001
8,8161,280,5501
8,8497,280,6001
8,10925,280,6501
8,9088,280,7001
8,11160,280,7501
8,9009,280,8001
8,10961,280,8501
8,13154,280,9001
8,14792,280,9501
8,13900,280,10001
8,873,320,1
8,1648,320,501
8,2189,320,1001
8,3702,320,1501
8,5032,320,2001
8,3876,320,2501
8,5405,320,3001
8,6564,320,3501
8,5961,320,4001
8,8006,320,4501
8,7821,320,5001
8,9757,320,5501
8,11341,320,6001
8,9929,320,6501
8,9992,320,7001
8,10319,320,7501
8,11310,320,8001
8,11371,320,8501
8,15774,320,9001
8,17449,320,9501
8,17725,320,10001
8,831,360,1
8,1814,360,501
8,2061,360,1001
8,4202,360,1501
8,3591,360,2001
8,4227,360,2501
8,6089,360,3001
8,6657,360,3501
8,7181,360,4001
8,8754,360,4501
8,7456,360,5001
8,10448,360,5501
8,10958,360,6001
8,10343,360,6501
8,12312,360,7001
8,13298,360,7501
8,13151,360,8001
8,13588,360,8501
8,20114,360,9001
8,17837,360,9501
8,17457,360,10001
8,893,400,1
8,3099,400,501
8,3443,400,1001
8,4686,400,1501
8,3671,400,2001
8,4795,400,2501
8,7054,400,3001
8,7335,400,3501
8,8572,400,4001
8,8822,400,4501
8,8903,400,5001
8,12426,400,5501
8,12659,400,6001
8,12745,400,6501
8,12772,400,7001
8,13727,400,7501
8,15295,400,8001
8,15787,400,8501
8,17631,400,9001
8,20237,400,9501
8,19993,400,10001
