N_Scheduler,Time,N_processes,N_products
4,477,32,2001
4,625,32,2501
4,733,32,3001
4,1118,32,3501
4,1173,32,4001
4,1357,32,4501
4,1456,32,5001
4,1466,32,5501
4,1698,32,6001
4,1469,32,6501
4,1779,32,7001
4,1978,32,7501
4,2044,32,8001
4,1866,32,8501
4,2633,32,9001
4,2262,32,9501
4,2795,32,10001
4,147,40,1
4,306,40,501
4,495,40,1001
4,754,40,1501
4,724,40,2001
4,896,40,2501
4,861,40,3001
4,1490,40,3501
4,1516,40,4001
4,1459,40,4501
4,1376,40,5001
4,1987,40,5501
4,2023,40,6001
4,1853,40,6501
4,2429,40,7001
4,2305,40,7501
4,2455,40,8001
4,2593,40,8501
4,4133,40,9001
4,3352,40,9501
4,3178,40,10001
4,163,48,1
4,366,48,501
4,533,48,1001
4,886,48,1501
4,849,48,2001
4,1104,48,2501
4,1174,48,3001
4,1795,48,3501
4,1513,48,4001
4,2030,48,4501
4,1837,48,5001
4,2508,48,5501
4,2460,48,6001
4,2824,48,6501
4,2357,48,7001
4,2749,48,7501
4,3135,48,8001
4,2652,48,8501
4,3961,48,9001
4,4199,48,9501
4,4215,48,10001
4,410,120,1
4,854,120,501
4,1195,120,1001
4,1684,120,1501
4,1737,120,2001
4,2436,120,2501
4,2666,120,3001
4,3619,120,3501
4,3964,120,4001
4,4558,120,4501
4,3829,120,5001
4,5191,120,5501
4,6411,120,6001
4,5794,120,6501
4,6077,120,7001
4,6550,120,7501
4,6647,120,8001
4,7045,120,8501
4,8948,120,9001
4,9612,120,9501
4,10523,120,10001
4,457,160,1
4,1161,160,501
4,1805,160,1001
4,2469,160,1501
4,2375,160,2001
4,3472,160,2501
4,3907,160,3001
4,4940,160,3501
4,5781,160,4001
4,5508,160,4501
4,5372,160,5001
4,7923,160,5501
4,8637,160,6001
4,8437,160,6501
4,8057,160,7001
4,8804,160,7501
4,9218,160,8001
4,8542,160,8501
4,13094,160,9001
4,13572,160,9501
4,13722,160,10001
4,546,240,1
4,1765,240,501
4,2049,240,1001
4,3672,240,1501
4,3843,240,2001
4,4925,240,2501
4,5546,240,3001
4,7710,240,3501
4,8112,240,4001
4,8003,240,4501
4,7466,240,5001
4,9874,240,5501
4,12150,240,6001
4,11083,240,6501
4,14073,240,7001
4,13191,240,7501
4,14013,240,8001
4,13868,240,8501
4,18985,240,9001
4,20067,240,9501
4,20176,240,10001
4,628,280,1
4,1856,280,501
4,2274,280,1001
4,4228,280,1501
4,4607,280,2001
4,5459,280,2501
4,7379,280,3001
4,7975,280,3501
4,9340,280,4001
4,9560,280,4501
4,9676,280,5001
4,13467,280,5501
4,14595,280,6001
4,14246,280,6501
4,15484,280,7001
4,15521,280,7501
4,14272,280,8001
4,16795,280,8501
4,22050,280,9001
4,19789,280,9501
4,22209,280,10001
4,885,320,1
4,2015,320,501
4,3158,320,1001
4,5004,320,1501
4,4979,320,2001
4,6746,320,2501
4,8437,320,3001
4,11017,320,3501
4,12184,320,4001
4,11936,320,4501
4,11961,320,5001
4,15064,320,5501
4,15965,320,6001
4,16970,320,6501
4,17547,320,7001
4,18228,320,7501
4,19719,320,8001
4,19409,320,8501
4,26911,320,9001
4,26456,320,9501
4,27315,320,10001
4,1008,360,1
4,2444,360,501
4,3456,360,1001
4,5101,360,1501
4,5451,360,2001
4,6453,360,2501
4,8122,360,3001
4,10524,360,3501
4,11001,360,4001
4,12875,360,4501
4,13257,360,5001
4,17729,360,5501
4,15828,360,6001
4,17501,360,6501
4,16137,360,7001
4,18340,360,7501
4,23152,360,8001
4,20060,360,8501
4,25335,360,9001
4,26863,360,9501
4,27156,360,10001
4,996,400,1
4,2656,400,501
4,3618,400,1001
4,5798,400,1501
4,6072,400,2001
4,8273,400,2501
4,8904,400,3001
4,12291,400,3501
4,11479,400,4001
4,13688,400,4501
4,14010,400,5001
4,17174,400,5501
4,20266,400,6001
4,21006,400,6501
4,19235,400,7001
4,22569,400,7501
4,22846,400,8001
4,21314,400,8501
4,32106,400,9001
4,30286,400,9501
4,27644,400,10001
5,27,1,1
5,52,1,501
5,50,1,1001
5,78,1,1501
5,91,1,2001
5,131,1,2501
5,127,1,3001
5,270,1,3501
5,173,1,4001
5,168,1,4501
5,141,1,5001
5,188,1,5501
5,190,1,6001
5,165,1,6501
5,274,1,7001
5,259,1,7501
5,263,1,8001
5,268,1,8501
5,308,1,9001
5,262,1,9501
5,267,1,10001
5,20,2,1
5,59,2,501
5,69,2,1001
5,129,2,1501
5,120,2,2001
5,135,2,2501
5,158,2,3001
5,204,2,3501
5,213,2,4001
5,317,2,4501
5,309,2,5001
5,330,2,5501
5,364,2,6001
5,359,2,6501
5,338,2,7001
5,405,2,7501
5,391,2,8001
5,491,2,8501
5,498,2,9001
5,564,2,9501
5,445,2,10001
5,33,3,1
5,91,3,501
5,106,3,1001
5,178,3,1501
5,188,3,2001
5,225,3,2501
5,256,3,3001
5,278,3,3501
5,324,3,4001
5,407,3,4501
5,365,3,5001
5,372,3,5501
5,383,3,6001
5,440,3,6501
5,493,3,7001
5,815,3,7501
5,637,3,8001
5,444,3,8501
5,590,3,9001
5,551,3,9501
5,586,3,10001
5,40,4,1
5,97,4,501
5,136,4,1001
5,189,4,1501
5,203,4,2001
5,306,4,2501
5,273,4,3001
5,314,4,3501
5,312,4,4001
5,651,4,4501
5,358,4,5001
5,510,4,5501
5,449,4,6001
5,574,4,6501
5,553,4,7001
5,547,4,7501
5,622,4,8001
5,613,4,8501
5,678,4,9001
5,538,4,9501
5,549,4,10001
5,65,5,1
5,153,5,501
5,230,5,1001
5,296,5,1501
5,244,5,2001
5,300,5,2501
5,262,5,3001
5,491,5,3501
5,403,5,4001
5,469,5,4501
5,510,5,5001
5,487,5,5501
5,596,5,6001
5,596,5,6501
5,637,5,7001
5,514,5,7501
5,651,5,8001
5,1520,5,8501
5,2502,5,9001
5,2479,5,9501
5,1413,5,10001
5,316,6,1
5,195,6,501
5,355,6,1001
5,213,6,1501
5,210,6,2001
5,248,6,2501
5,260,6,3001
5,396,6,3501
5,517,6,4001
5,592,6,4501
5,370,6,5001
5,627,6,5501
5,712,6,6001
5,823,6,6501
5,1073,6,7001
5,902,6,7501
5,899,6,8001
5,540,6,8501
5,737,6,9001
5,743,6,9501
5,681,6,10001
5,62,7,1
5,143,7,501
5,160,7,1001
5,202,7,1501
5,204,7,2001
5,263,7,2501
5,320,7,3001
5,400,7,3501
5,488,7,4001
5,430,7,4501
5,397,7,5001
5,493,7,5501
5,520,7,6001
5,603,7,6501
5,557,7,7001
5,482,7,7501
5,528,7,8001
5,549,7,8501
5,650,7,9001
5,679,7,9501
5,927,7,10001
5,79,8,1
5,141,8,501
5,193,8,1001
5,239,8,1501
5,258,8,2001
5,317,8,2501
5,314,8,3001
5,835,8,3501
5,463,8,4001
5,431,8,4501
5,386,8,5001
5,604,8,5501
5,584,8,6001
5,543,8,6501
5,504,8,7001
5,764,8,7501
5,613,8,8001
5,721,8,8501
5,793,8,9001
5,748,8,9501
5,737,8,10001
5,94,16,1
5,215,16,501
5,225,16,1001
5,279,16,1501
5,271,16,2001
5,343,16,2501
5,373,16,3001
5,521,16,3501
5,656,16,4001
5,728,16,4501
5,568,16,5001
5,784,16,5501
5,798,16,6001
5,835,16,6501
5,1005,16,7001
5,904,16,7501
5,869,16,8001
5,892,16,8501
5,1283,16,9001
5,1546,16,9501
5,1437,16,10001
5,104,24,1
5,188,24,501
5,228,24,1001
5,317,24,1501
5,331,24,2001
5,451,24,2501
5,516,24,3001
5,624,24,3501
5,692,24,4001
5,801,24,4501
5,844,24,5001
5,1156,24,5501
5,1219,24,6001
5,1157,24,6501
5,1260,24,7001
5,1346,24,7501
5,1446,24,8001
5,1145,24,8501
5,1684,24,9001
5,1767,24,9501
5,2265,24,10001
5,116,32,1
5,306,32,501
5,351,32,1001
5,488,32,1501
5,491,32,2001
5,607,32,2501
5,630,32,3001
5,790,32,3501
5,887,32,4001
5,956,32,4501
5,1028,32,5001
5,1518,32,5501
5,1358,32,6001
5,1399,32,6501
5,1464,32,7001
5,1389,32,7501
5,1436,32,8001
5,1386,32,8501
5,2553,32,9001
5,2231,32,9501
5,2218,32,10001
5,167,40,1
5,295,40,501
5,350,40,1001
5,482,40,1501
5,538,40,2001
5,790,40,2501
5,784,40,3001
5,1563,40,3501
5,1072,40,4001
5,1194,40,4501
5,1597,40,5001
5,1797,40,5501
5,1709,40,6001
5,1788,40,6501
5,2139,40,7001
5,1851,40,7501
5,1826,40,8001
5,2258,40,8501
5,2705,40,9001
5,3108,40,9501
5,2966,40,10001
5,142,48,1
5,299,48,501
5,447,48,1001
5,598,48,1501
5,593,48,2001
5,932,48,2501
5,1077,48,3001
5,1220,48,3501
5,1380,48,4001
5,2084,48,4501
5,1568,48,5001
5,1990,48,5501
5,1953,48,6001
5,2135,48,6501
5,2134,48,7001
5,2771,48,7501
5,2446,48,8001
5,2276,48,8501
5,2987,48,9001
5,3076,48,9501
5,3960,48,10001
5,355,120,1
5,650,120,501
5,1035,120,1001
5,1688,120,1501
5,1413,120,2001
5,1852,120,2501
5,2651,120,3001
5,3030,120,3501
5,4268,120,4001
5,3817,120,4501
5,5493,120,5001
5,5019,120,5501
5,4787,120,6001
5,4700,120,6501
5,4953,120,7001
5,5183,120,7501
5,6000,120,8001
5,5570,120,8501
5,7818,120,9001
5,8219,120,9501
5,8574,120,10001
5,402,160,1
5,926,160,501
5,1294,160,1001
5,1994,160,1501
5,1964,160,2001
5,3395,160,2501
5,2915,160,3001
5,4092,160,3501
5,4337,160,4001
5,4681,160,4501
5,3998,160,5001
5,6178,160,5501
5,7091,160,6001
5,7654,160,6501
5,8168,160,7001
5,8097,160,7501
5,7437,160,8001
5,7370,160,8501
5,9780,160,9001
5,11130,160,9501
5,11515,160,10001
5,515,240,1
5,1318,240,501
5,2108,240,1001
5,2760,240,1501
5,3059,240,2001
5,3928,240,2501
5,4895,240,3001
5,6575,240,3501
5,6747,240,4001
5,7084,240,4501
5,7041,240,5001
5,8979,240,5501
5,10245,240,6001
5,10438,240,6501
5,10212,240,7001
5,11514,240,7501
5,11941,240,8001
5,12093,240,8501
5,15591,240,9001
5,15900,240,9501
5,16305,240,10001
5,634,280,1
5,1610,280,501
5,2220,280,1001
5,3318,280,1501
5,3903,280,2001
5,5116,280,2501
5,5303,280,3001
5,7539,280,3501
5,7071,280,4001
5,8903,280,4501
5,8728,280,5001
5,11323,280,5501
5,12730,280,6001
5,13264,280,6501
5,11654,280,7001
5,12744,280,7501
5,11947,280,8001
5,13145,280,8501
5,17174,280,9001
5,19535,280,9501
5,19304,280,10001
5,704,320,1
5,1804,320,501
5,2828,320,1001
5,3752,320,1501
5,4191,320,2001
5,5326,320,2501
5,5841,320,3001
5,8617,320,3501
5,9800,320,4001
5,8979,320,4501
5,9548,320,5001
5,12662,320,5501
5,13239,320,6001
5,12427,320,6501
5,13287,320,7001
5,14912,320,7501
5,14820,320,8001
5,14141,320,8501
5,21829,320,9001
5,23124,320,9501
5,21589,320,10001
5,1185,360,1
5,2327,360,501
5,2803,360,1001
5,4964,360,1501
5,4329,360,2001
5,5953,360,2501
5,7258,360,3001
5,9090,360,3501
5,8808,360,4001
5,9963,360,4501
5,9925,360,5001
5,12713,360,5501
5,15022,360,6001
5,14150,360,6501
5,14100,360,7001
5,17432,360,7501
5,17361,360,8001
5,18159,360,8501
5,26639,360,9001
5,23872,360,9501
5,22885,360,10001
5,835,400,1
5,2350,400,501
5,3540,400,1001
5,5096,400,1501
5,4751,400,2001
5,6550,400,2501
5,7708,400,3001
5,10677,400,3501
5,10927,400,4001
5,11515,400,4501
5,11829,400,5001
5,15828,400,5501
5,16824,400,6001
5,16422,400,6501
5,15381,400,7001
5,17429,400,7501
5,18383,400,8001
5,21611,400,8501
5,29104,400,9001
5,28112,400,9501
5,28514,400,10001
6,14,1,1
6,56,1,501
6,183,1,1001
6,82,1,1501
6,80,1,2001
6,85,1,2501
6,102,1,3001
6,118,1,3501
6,128,1,4001
6,135,1,4501
6,130,1,5001
6,166,1,5501
6,245,1,6001
6,186,1,6501
6,200,1,7001
6,186,1,7501
6,189,1,8001
6,198,1,8501
6,259,1,9001
6,251,1,9501
6,375,1,10001
6,22,2,1
6,62,2,501
6,86,2,1001
6,143,2,1501
6,134,2,2001
6,178,2,2501
6,218,2,3001
6,227,2,3501
6,307,2,4001
6,261,2,4501
6,236,2,5001
6,344,2,5501
6,449,2,6001
6,436,2,6501
6,442,2,7001
6,411,2,7501
6,356,2,8001
6,364,2,8501
6,394,2,9001
6,413,2,9501
6,651,2,10001
6,61,3,1
6,112,3,501
6,129,3,1001
6,228,3,1501
6,196,3,2001
6,231,3,2501
6,220,3,3001
6,243,3,3501
6,280,3,4001
6,368,3,4501
6,327,3,5001
6,454,3,5501
6,419,3,6001
6,346,3,6501
6,365,3,7001
6,412,3,7501
6,413,3,8001
6,457,3,8501
6,593,3,9001
6,573,3,9501
6,596,3,10001
6,28,4,1
6,100,4,501
6,138,4,1001
6,179,4,1501
6,184,4,2001
6,313,4,2501
6,354,4,3001
6,377,4,3501
6,305,4,4001
6,287,4,4501
6,322,4,5001
6,522,4,5501
6,482,4,6001
6,433,4,6501
6,430,4,7001
6,531,4,7501
6,552,4,8001
6,573,4,8501
6,585,4,9001
6,644,4,9501
6,615,4,10001
6,29,5,1
6,122,5,501
6,163,5,1001
6,204,5,1501
6,198,5,2001
6,298,5,2501
6,346,5,3001
6,301,5,3501
6,342,5,4001
6,361,5,4501
6,626,5,5001
6,624,5,5501
6,503,5,6001
6,521,5,6501
6,539,5,7001
6,496,5,7501
6,446,5,8001
6,455,5,8501
6,728,5,9001
6,654,5,9501
6,724,5,10001
6,54,6,1
6,148,6,501
6,212,6,1001
6,244,6,1501
6,383,6,2001
6,314,6,2501
6,357,6,3001
6,412,6,3501
6,349,6,4001
6,348,6,4501
6,417,6,5001
6,562,6,5501
6,461,6,6001
6,489,6,6501
6,543,6,7001
6,576,6,7501
6,688,6,8001
6,718,6,8501
6,1065,6,9001
6,809,6,9501
6,727,6,10001
6,53,7,1
6,182,7,501
6,229,7,1001
6,237,7,1501
6,283,7,2001
6,311,7,2501
6,296,7,3001
6,366,7,3501
6,359,7,4001
6,490,7,4501
6,508,7,5001
6,605,7,5501
6,617,7,6001
6,590,7,6501
6,945,7,7001
6,546,7,7501
6,719,7,8001
6,521,7,8501
6,865,7,9001
6,755,7,9501
6,1120,7,10001
6,80,8,1
6,182,8,501
6,223,8,1001
6,291,8,1501
6,411,8,2001
6,280,8,2501
6,331,8,3001
6,460,8,3501
6,442,8,4001
6,378,8,4501
6,400,8,5001
6,573,8,5501
6,601,8,6001
6,688,8,6501
6,786,8,7001
6,567,8,7501
6,692,8,8001
6,573,8,8501
6,1429,8,9001
6,1339,8,9501
6,764,8,10001
6,107,16,1
6,232,16,501
6,300,16,1001
6,352,16,1501
6,358,16,2001
6,378,16,2501
6,457,16,3001
6,543,16,3501
6,608,16,4001
6,705,16,4501
6,562,16,5001
6,681,16,5501
6,822,16,6001
6,1416,16,6501
6,1206,16,7001
6,1186,16,7501
6,2039,16,8001
6,5527,16,8501
6,7206,16,9001
6,5869,16,9501
6,1901,16,10001
6,129,24,1
6,289,24,501
6,371,24,1001
6,580,24,1501
6,498,24,2001
6,611,24,2501
6,2135,24,3001
6,1241,24,3501
6,1525,24,4001
6,903,24,4501
6,625,24,5001
6,960,24,5501
6,1329,24,6001
6,1376,24,6501
6,1143,24,7001
6,1007,24,7501
6,1037,24,8001
6,1055,24,8501
6,1571,24,9001
6,1894,24,9501
6,2577,24,10001
6,248,32,1
6,251,32,501
6,302,32,1001
6,631,32,1501
6,962,32,2001
6,1081,32,2501
6,852,32,3001
6,909,32,3501
6,1170,32,4001
6,1400,32,4501
6,949,32,5001
6,1309,32,5501
6,1232,32,6001
6,1423,32,6501
6,1778,32,7001
6,1332,32,7501
6,1717,32,8001
6,1671,32,8501
6,2006,32,9001
6,2162,32,9501
6,2140,32,10001
6,129,40,1
6,246,40,501
6,348,40,1001
6,573,40,1501
6,662,40,2001
6,751,40,2501
6,765,40,3001
6,940,40,3501
6,1173,40,4001
6,1040,40,4501
6,1055,40,5001
6,1554,40,5501
6,1520,40,6001
6,2176,40,6501
6,1589,40,7001
6,2207,40,7501
6,1982,40,8001
6,1695,40,8501
6,2569,40,9001
6,2548,40,9501
6,2713,40,10001
6,147,48,1
6,281,48,501
6,396,48,1001
6,560,48,1501
6,527,48,2001
6,816,48,2501
6,906,48,3001
6,1378,48,3501
6,1217,48,4001
6,1373,48,4501
6,1415,48,5001
6,1916,48,5501
6,1693,48,6001
6,1986,48,6501
6,2308,48,7001
6,1909,48,7501
6,1920,48,8001
6,1920,48,8501
6,2641,48,9001
6,3180,48,9501
6,3081,48,10001
6,350,120,1
6,713,120,501
6,994,120,1001
6,1282,120,1501
6,1460,120,2001
6,2001,120,2501
6,2613,120,3001
6,2846,120,3501
6,2916,120,4001
6,2815,120,4501
6,4025,120,5001
6,4130,120,5501
6,4397,120,6001
6,5254,120,6501
6,5154,120,7001
6,4419,120,7501
6,7221,120,8001
6,5606,120,8501
6,6654,120,9001
6,7928,120,9501
6,7645,120,10001
6,422,160,1
6,831,160,501
6,1316,160,1001
6,2033,160,1501
6,1669,160,2001
6,2685,160,2501
6,2853,160,3001
6,3395,160,3501
6,3816,160,4001
6,4414,160,4501
6,4047,160,5001
6,5328,160,5501
6,6098,160,6001
6,6890,160,6501
6,7308,160,7001
6,7036,160,7501
6,7286,160,8001
6,7117,160,8501
6,9761,160,9001
6,9178,160,9501
6,9502,160,10001
6,463,240,1
6,1240,240,501
6,1620,240,1001
6,3009,240,1501
6,2776,240,2001
6,3536,240,2501
6,4005,240,3001
6,5202,240,3501
6,6284,240,4001
6,6138,240,4501
6,5859,240,5001
6,8967,240,5501
6,8629,240,6001
6,8419,240,6501
6,8498,240,7001
6,9406,240,7501
6,9209,240,8001
6,10633,240,8501
6,13646,240,9001
6,17295,240,9501
6,15522,240,10001
6,619,280,1
6,1396,280,501
6,1825,280,1001
6,3582,280,1501
6,3928,280,2001
6,4076,280,2501
6,4783,280,3001
6,6074,280,3501
6,6018,280,4001
6,7417,280,4501
6,6345,280,5001
6,11495,280,5501
6,10762,280,6001
6,9554,280,6501
6,10783,280,7001
6,10902,280,7501
6,11143,280,8001
6,11457,280,8501
6,17029,280,9001
6,16710,280,9501
6,16644,280,10001
6,703,320,1
6,1694,320,501
6,2390,320,1001
6,3877,320,1501
6,3632,320,2001
6,5243,320,2501
6,5723,320,3001
6,6801,320,3501
6,7473,320,4001
6,8141,320,4501
6,7495,320,5001
6,11223,320,5501
6,13699,320,6001
6,11295,320,6501
6,12588,320,7001
6,13159,320,7501
6,13688,320,8001
6,13517,320,8501
6,18404,320,9001
6,18726,320,9501
6,17885,320,10001
6,960,360,1
6,2268,360,501
6,3031,360,1001
6,4163,360,1501
6,3912,360,2001
6,5546,360,2501
6,6260,360,3001
6,7459,360,3501
6,7916,360,4001
6,9039,360,4501
6,8389,360,5001
6,13050,360,5501
6,13804,360,6001
6,13240,360,6501
6,13096,360,7001
6,14066,360,7501
6,15996,360,8001
6,15128,360,8501
6,21902,360,9001
6,24379,360,9501
6,22726,360,10001
6,813,400,1
6,2106,400,501
6,2913,400,1001
6,4631,400,1501
6,4670,400,2001
6,5572,400,2501
6,6848,400,3001
6,8555,400,3501
6,9884,400,4001
6,11086,400,4501
6,10051,400,5001
6,12701,400,5501
6,13138,400,6001
6,13731,400,6501
6,14721,400,7001
6,16032,400,7501
6,16553,400,8001
6,15780,400,8501
6,32573,400,9001
6,21849,400,9501
6,22513,400,10001
7,79,1,1
7,33,1,501
7,128,1,1001
7,153,1,1501
7,141,1,2001
7,195,1,2501
7,189,1,3001
7,389,1,3501
7,318,1,4001
7,322,1,4501
7,340,1,5001
7,473,1,5501
7,464,1,6001
7,481,1,6501
7,409,1,7001
7,222,1,7501
7,250,1,8001
7,236,1,8501
7,294,1,9001
7,277,1,9501
7,297,1,10001
7,30,2,1
7,60,2,501
7,78,2,1001
7,113,2,1501
7,125,2,2001
7,158,2,2501
7,181,2,3001
7,237,2,3501
7,237,2,4001
7,255,2,4501
7,248,2,5001
7,323,2,5501
7,372,2,6001
7,487,2,6501
7,414,2,7001
7,803,2,7501
7,510,2,8001
7,459,2,8501
7,914,2,9001
7,591,2,9501
7,540,2,10001
7,25,3,1
7,75,3,501
7,124,3,1001
7,208,3,1501
7,215,3,2001
7,277,3,2501
7,340,3,3001
7,351,3,3501
7,283,3,4001
7,398,3,4501
7,340,3,5001
7,411,3,5501
7,515,3,6001
7,536,3,6501
7,377,3,7001
7,474,3,7501
7,414,3,8001
7,477,3,8501
7,600,3,9001
7,518,3,9501
7,784,3,10001
7,50,4,1
7,110,4,501
7,147,4,1001
7,230,4,1501
7,196,4,2001
7,224,4,2501
7,303,4,3001
7,332,4,3501
7,340,4,4001
7,334,4,4501
7,345,4,5001
7,481,4,5501
7,503,4,6001
7,544,4,6501
7,666,4,7001
7,505,4,7501
7,549,4,8001
7,496,4,8501
7,720,4,9001
7,628,4,9501
7,531,4,10001
7,30,5,1
7,103,5,501
7,138,5,1001
7,183,5,1501
7,175,5,2001
7,300,5,2501
7,260,5,3001
7,307,5,3501
7,373,5,4001
7,407,5,4501
7,436,5,5001
7,452,5,5501
7,484,5,6001
7,465,5,6501
7,538,5,7001
7,553,5,7501
7,469,5,8001
7,465,5,8501
7,601,5,9001
7,846,5,9501
7,667,5,10001
7,35,6,1
7,154,6,501
7,150,6,1001
7,235,6,1501
7,285,6,2001
7,321,6,2501
7,369,6,3001
7,420,6,3501
7,342,6,4001
7,329,6,4501
7,336,6,5001
7,471,6,5501
7,492,6,6001
7,562,6,6501
7,552,6,7001
7,456,6,7501
7,547,6,8001
7,538,6,8501
7,929,6,9001
7,967,6,9501
7,745,6,10001
7,43,7,1
7,169,7,501
7,187,7,1001
7,202,7,1501
7,226,7,2001
7,294,7,2501
7,280,7,3001
7,349,7,3501
7,384,7,4001
7,358,7,4501
7,459,7,5001
7,509,7,5501
7,671,7,6001
7,742,7,6501
7,524,7,7001
7,749,7,7501
7,672,7,8001
7,561,7,8501
7,636,7,9001
7,648,7,9501
7,720,7,10001
7,62,8,1
7,127,8,501
7,213,8,1001
7,220,8,1501
7,356,8,2001
7,360,8,2501
7,329,8,3001
7,416,8,3501
7,445,8,4001
7,749,8,4501
7,660,8,5001
7,746,8,5501
7,611,8,6001
7,598,8,6501
7,812,8,7001
7,698,8,7501
7,614,8,8001
7,766,8,8501
7,741,8,9001
7,865,8,9501
7,865,8,10001
7,74,16,1
7,174,16,501
7,211,16,1001
7,261,16,1501
7,296,16,2001
7,313,16,2501
7,322,16,3001
7,592,16,3501
7,612,16,4001
7,695,16,4501
7,592,16,5001
7,870,16,5501
7,962,16,6001
7,844,16,6501
7,722,16,7001
7,658,16,7501
7,774,16,8001
7,770,16,8501
7,1274,16,9001
7,1619,16,9501
7,1761,16,10001
7,106,24,1
7,247,24,501
7,268,24,1001
7,346,24,1501
7,350,24,2001
7,569,24,2501
7,601,24,3001
7,917,24,3501
7,771,24,4001
7,708,24,4501
7,647,24,5001
7,954,24,5501
7,1049,24,6001
7,886,24,6501
7,1185,24,7001
7,1312,24,7501
7,1501,24,8001
7,1040,24,8501
7,1887,24,9001
7,1636,24,9501
7,1592,24,10001
7,153,32,1
7,253,32,501
7,290,32,1001
7,454,32,1501
7,1003,32,2001
7,618,32,2501
7,615,32,3001
7,731,32,3501
7,702,32,4001
7,968,32,4501
7,917,32,5001
7,1687,32,5501
7,1582,32,6001
7,1833,32,6501
7,1254,32,7001
7,1209,32,7501
7,1820,32,8001
7,1336,32,8501
7,1853,32,9001
7,1820,32,9501
7,2226,32,10001
7,168,40,1
7,662,40,501
7,386,40,1001
7,490,40,1501
7,877,40,2001
7,727,40,2501
7,658,40,3001
7,783,40,3501
7,1155,40,4001
7,1328,40,4501
7,1425,40,5001
7,1422,40,5501
7,1695,40,6001
7,1280,40,6501
7,1659,40,7001
7,1463,40,7501
7,2501,40,8001
7,1951,40,8501
7,5771,40,9001
7,5402,40,9501
7,8379,40,10001
7,225,48,1
7,1124,48,501
7,623,48,1001
7,941,48,1501
7,925,48,2001
7,888,48,2501
7,1016,48,3001
7,1515,48,3501
7,2293,48,4001
7,3640,48,4501
7,2409,48,5001
7,1562,48,5501
7,1824,48,6001
7,1822,48,6501
7,2841,48,7001
7,1824,48,7501
7,2443,48,8001
7,1866,48,8501
7,3316,48,9001
7,2962,48,9501
7,2480,48,10001
7,311,120,1
7,629,120,501
7,847,120,1001
7,1139,120,1501
7,2078,120,2001
7,2357,120,2501
7,1910,120,3001
7,2160,120,3501
7,2532,120,4001
7,3414,120,4501
7,3052,120,5001
7,4020,120,5501
7,3940,120,6001
7,4465,120,6501
7,4184,120,7001
7,4869,120,7501
7,5249,120,8001
7,4462,120,8501
7,6380,120,9001
7,6284,120,9501
7,6212,120,10001
7,683,160,1
7,798,160,501
7,1108,160,1001
7,1626,160,1501
7,1646,160,2001
7,2418,160,2501
7,3243,160,3001
7,3141,160,3501
7,3357,160,4001
7,3730,160,4501
7,5031,160,5001
7,6796,160,5501
7,7649,160,6001
7,5710,160,6501
7,6453,160,7001
7,6984,160,7501
7,7256,160,8001
7,5974,160,8501
7,9432,160,9001
7,7815,160,9501
7,9192,160,10001
7,555,240,1
7,1286,240,501
7,1754,240,1001
7,2362,240,1501
7,2654,240,2001
7,3193,240,2501
7,3455,240,3001
7,5224,240,3501
7,5254,240,4001
7,5262,240,4501
7,5666,240,5001
7,7598,240,5501
7,9511,240,6001
7,7881,240,6501
7,8213,240,7001
7,8411,240,7501
7,8666,240,8001
7,9746,240,8501
7,13157,240,9001
7,12028,240,9501
7,12545,240,10001
7,653,280,1
7,1877,280,501
7,1974,280,1001
7,3226,280,1501
7,5137,280,2001
7,4046,280,2501
7,4356,280,3001
7,5687,280,3501
7,6023,280,4001
7,6392,280,4501
7,7014,280,5001
7,8838,280,5501
7,8776,280,6001
7,9226,280,6501
7,9395,280,7001
7,10767,280,7501
7,11263,280,8001
7,9836,280,8501
7,13083,280,9001
7,15714,280,9501
7,15202,280,10001
7,610,320,1
7,2067,320,501
7,2244,320,1001
7,3068,320,1501
7,2883,320,2001
7,4729,320,2501
7,5506,320,3001
7,7056,320,3501
7,6412,320,4001
7,8034,320,4501
7,7045,320,5001
7,10661,320,5501
7,11472,320,6001
7,11199,320,6501
7,11240,320,7001
7,11905,320,7501
7,12141,320,8001
7,11269,320,8501
7,16219,320,9001
7,17082,320,9501
7,16942,320,10001
7,934,360,1
7,1799,360,501
7,2676,360,1001
7,3626,360,1501
7,3525,360,2001
7,4870,360,2501
7,5776,360,3001
7,6842,360,3501
7,7770,360,4001
7,8595,360,4501
7,8011,360,5001
7,10887,360,5501
7,11893,360,6001
7,12635,360,6501
7,12370,360,7001
7,12258,360,7501
7,13710,360,8001
7,14620,360,8501
7,17392,360,9001
7,19917,360,9501
7,18113,360,10001
7,1330,400,1
7,2137,400,501
7,2714,400,1001
7,4605,400,1501
7,4364,400,2001
7,5378,400,2501
7,6872,400,3001
7,7326,400,3501
7,9418,400,4001
7,9568,400,4501
7,8790,400,5001
7,12739,400,5501
7,13056,400,6001
7,13103,400,6501
7,13149,400,7001
7,14224,400,7501
7,14589,400,8001
7,16649,400,8501
7,21166,400,9001
7,21987,400,9501
7,22354,400,10001
8,76,1,1
8,96,1,501
8,88,1,1001
8,65,1,1501
8,79,1,2001
8,122,1,2501
8,85,1,3001
8,205,1,3501
8,165,1,4001
8,125,1,4501
8,127,1,5001
8,254,1,5501
8,194,1,6001
8,166,1,6501
8,236,1,7001
8,179,1,7501
8,188,1,8001
