N_Scheduler,N_Available_Sched,Time,N_processes,N_products,N_processes*N_products,N_products*N_process / time,N_products*N_processes/ (time*n_process),N_products*N_process/(time*N_Schedulers),N_products*N_processes/(time*N_processes*N_Schedulers)
1,8,4963,32,5001,160032,32.245013096917184,1.007656659278662,32.245013096917184,1.007656659278662
1,8,5087,32,5501,176032,34.60428543345783,1.0813839197955573,34.60428543345783,1.0813839197955573
1,8,5479,32,6001,192032,35.04873152035043,1.095272860010951,35.04873152035043,1.095272860010951
1,8,8408,32,6501,208032,24.742150333016173,0.7731921979067554,24.742150333016173,0.7731921979067554
1,8,5377,32,7001,224032,41.66486888599591,1.3020271526873721,41.66486888599591,1.3020271526873721
1,8,6782,32,7501,240032,35.392509584193455,1.1060159245060455,35.392509584193455,1.1060159245060455
1,8,12855,32,8001,256032,19.916919486581097,0.6224037339556593,19.916919486581097,0.6224037339556593
1,8,12180,32,8501,272032,22.33431855500821,0.6979474548440066,22.33431855500821,0.6979474548440066
1,8,10933,32,9001,288032,26.34519345101985,0.8232872953443703,26.34519345101985,0.8232872953443703
1,8,13734,32,9501,304032,22.137177806902578,0.6917868064657056,22.137177806902578,0.6917868064657056
1,8,12337,32,10001,320032,25.940828402366865,0.8106508875739645,25.940828402366865,0.8106508875739645
1,8,379,40,1,40,0.10554089709762533,0.002638522427440633,0.10554089709762533,0.002638522427440633
1,8,1380,40,501,20040,14.521739130434783,0.3630434782608696,14.521739130434783,0.3630434782608696
1,8,1727,40,1001,40040,23.18471337579618,0.5796178343949044,23.18471337579618,0.5796178343949044
1,8,2355,40,1501,60040,25.494692144373673,0.6373673036093418,25.494692144373673,0.6373673036093418
1,8,2829,40,2001,80040,28.29268292682927,0.7073170731707317,28.29268292682927,0.7073170731707317
1,8,3491,40,2501,100040,28.65654540246348,0.716413635061587,28.65654540246348,0.716413635061587
1,8,8219,40,3001,120040,14.605183112300766,0.36512957780751915,14.605183112300766,0.36512957780751915
1,8,4610,40,3501,140040,30.377440347071584,0.7594360086767896,30.377440347071584,0.7594360086767896
1,8,8086,40,4001,160040,19.792233489982685,0.49480583724956717,19.792233489982685,0.49480583724956717
1,8,5428,40,4501,180040,33.16875460574797,0.8292188651436994,33.16875460574797,0.8292188651436994
1,8,10645,40,5001,200040,18.79192108971348,0.46979802724283704,18.79192108971348,0.46979802724283704
1,8,7056,40,5501,220040,31.18480725623583,0.7796201814058957,31.18480725623583,0.7796201814058957
1,8,10149,40,6001,240040,23.651591289782246,0.5912897822445561,23.651591289782246,0.5912897822445561
1,8,6778,40,6501,260040,38.365299498377105,0.9591324874594276,38.365299498377105,0.9591324874594276
1,8,12154,40,7001,280040,23.040974164883988,0.5760243541220997,23.040974164883988,0.5760243541220997
1,8,8608,40,7501,300040,34.855947955390334,0.8713986988847584,34.855947955390334,0.8713986988847584
1,8,13682,40,8001,320040,23.391317058909515,0.5847829264727379,23.391317058909515,0.5847829264727379
1,8,9804,40,8501,340040,34.683802529579765,0.867095063239494,34.683802529579765,0.867095063239494
1,8,10733,40,9001,360040,33.54514115345197,0.8386285288362992,33.54514115345197,0.8386285288362992
1,8,20240,40,9501,380040,18.776679841897234,0.4694169960474308,18.776679841897234,0.4694169960474308
1,8,15526,40,10001,400040,25.765812186010564,0.6441453046502641,25.765812186010564,0.6441453046502641
1,8,313,48,1,48,0.15335463258785942,0.003194888178913738,0.15335463258785942,0.003194888178913738
1,8,1667,48,501,24048,14.425914817036592,0.3005398920215957,14.425914817036592,0.3005398920215957
1,8,2369,48,1001,48048,20.28197551709582,0.4225411566061629,20.28197551709582,0.4225411566061629
1,8,2896,48,1501,72048,24.87845303867403,0.5183011049723757,24.87845303867403,0.5183011049723757
1,8,3849,48,2001,96048,24.954014029618083,0.5198752922837101,24.954014029618083,0.5198752922837101
1,8,4541,48,2501,120048,26.436467738383616,0.5507597445496587,26.436467738383616,0.5507597445496587
1,8,5926,48,3001,144048,24.307796152548093,0.5064124198447519,24.307796152548093,0.5064124198447519
1,8,5967,48,3501,168048,28.16289592760181,0.5867269984917044,28.16289592760181,0.5867269984917044
1,8,9199,48,4001,192048,20.877051853462333,0.4349385802804653,20.877051853462333,0.4349385802804653
1,8,7257,48,4501,216048,29.770979743695744,0.620228744660328,29.770979743695744,0.620228744660328
1,8,10669,48,5001,240048,22.499578217264972,0.46874121285968695,22.499578217264972,0.46874121285968695
1,8,13321,48,5501,264048,19.821935290143383,0.41295698521132046,19.821935290143383,0.41295698521132046
1,8,7976,48,6001,288048,36.11434302908726,0.752382146439318,36.11434302908726,0.752382146439318
1,8,9381,48,6501,312048,33.263831148065236,0.6929964822513591,33.263831148065236,0.6929964822513591
1,8,8081,48,7001,336048,41.58495235738151,0.8663531741121149,41.58495235738151,0.8663531741121149
1,8,9490,48,7501,360048,37.93972602739726,0.7904109589041096,37.93972602739726,0.7904109589041096
1,8,17654,48,8001,384048,21.754163362410786,0.45321173671689136,21.754163362410786,0.45321173671689136
1,8,14143,48,8501,408048,28.85158735770346,0.601074736618822,28.85158735770346,0.601074736618822
1,8,15174,48,9001,432048,28.472914195334123,0.5931857124027943,28.472914195334123,0.5931857124027943
1,8,23778,48,9501,456048,19.179409538228615,0.39957103204642946,19.179409538228615,0.39957103204642946
1,8,18624,48,10001,480048,25.77577319587629,0.5369952749140894,25.77577319587629,0.5369952749140894
1,8,1524,120,1,120,0.07874015748031496,6.561679790026247e-4,0.07874015748031496,6.561679790026247e-4
1,8,4027,120,501,60120,14.92922771293767,0.12441023094114725,14.92922771293767,0.12441023094114725
1,8,4556,120,1001,120120,26.36523266022827,0.21971027216856892,26.36523266022827,0.21971027216856892
1,8,6227,120,1501,180120,28.92564637867352,0.24104705315561265,28.92564637867352,0.24104705315561265
1,8,8370,120,2001,240120,28.688172043010752,0.23906810035842294,28.688172043010752,0.23906810035842294
1,8,22541,120,2501,300120,13.31440486225101,0.11095337385209174,13.31440486225101,0.11095337385209174
1,8,17593,120,3001,360120,20.469504916728244,0.17057920763940204,20.469504916728244,0.17057920763940204
1,8,30112,120,3501,420120,13.951912858660998,0.11626594048884166,13.951912858660998,0.11626594048884166
1,8,14687,120,4001,480120,32.69013413222578,0.2724177844352148,32.69013413222578,0.2724177844352148
1,8,26941,120,4501,540120,20.04825359118073,0.16706877992650607,20.04825359118073,0.16706877992650607
1,8,18124,120,5001,600120,33.11189582873538,0.27593246523946147,33.11189582873538,0.27593246523946147
1,8,40181,120,5501,660120,16.428660312087803,0.1369055026007317,16.428660312087803,0.1369055026007317
